price,price_text,building,price_unit,url
55,起,金羊大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i556.html
900,起,Linkspace众创空间,元/月,http://gz.diandianzu.com/listing/detail-i2093.html
600,起,景龙-创工场,元/月,http://gz.diandianzu.com/listing/detail-i2167.html
1280,起,智控云空间,元/月,http://gz.diandianzu.com/listing/detail-i2156.html
45,起,新世纪商贸中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i787.html
98,起,恒鑫大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1372.html
600,,长城会GHome,元/月,http://gz.diandianzu.com/listing/detail-i2034.html
91,,富盈国际大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i763.html
700,起,龙硅谷,元/月,http://gz.diandianzu.com/listing/detail-i2190.html
56,,海印星玥,元/m²/月,http://gz.diandianzu.com/listing/detail-i2170.html
1200,起,联我跨界工作社区,元/月,http://gz.diandianzu.com/listing/detail-i2056.html
9000,起,德事商务中心,元/月,http://gz.diandianzu.com/listing/detail-i1675.html
65,起,珠江国际纺织城,元/m²/月,http://gz.diandianzu.com/listing/detail-i2032.html
70,起,燕侨大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i726.html
1200,起,企程创意商务空间,元/月,http://gz.diandianzu.com/listing/detail-i1989.html
50,,富诚大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i190.html
90,起,广联大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i933.html
62,起,和业广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1710.html
64,起,南方数码都荟,元/m²/月,http://gz.diandianzu.com/listing/detail-i1754.html
74,起,广东国际经贸大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1789.html
85,起,鹏源发展大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i969.html
95,起,维多利大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1576.html
2600,起,世联空间,元/月,http://gz.diandianzu.com/listing/detail-i2226.html
83,起,中旅商务大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1186.html
120,起,华夏大酒店,元/m²/月,http://gz.diandianzu.com/listing/detail-i1713.html
95,起,宝地广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i2052.html
125,起,三银大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i783.html
85,起,琶洲商业广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i2100.html
64,起,天誉花园,元/m²/月,http://gz.diandianzu.com/listing/detail-i2069.html
4500,起,德培利商务中心---维多利广场中心,元/月,http://gz.diandianzu.com/listing/detail-i1917.html
110,起,越秀新都会大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i643.html
5800,起,雷格斯商务中心---中泰国际广场中心,元/月,http://gz.diandianzu.com/listing/detail-i1654.html
69,起,珠江商务大厦（马赛国际商务中心）,元/m²/月,http://gz.diandianzu.com/listing/detail-i1766.html
90,起,天誉商务大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1888.html
120,起,时代地产中心（健力宝大厦）,元/m²/月,http://gz.diandianzu.com/listing/detail-i746.html
83,起,锦绣联合商务大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i778.html
1580,,广州市企创商务服务有限公司,元/月,http://gz.diandianzu.com/listing/detail-i1817.html
100,起,信义会馆,元/m²/月,http://gz.diandianzu.com/listing/detail-i1791.html
120,起,珠江琶醍啤酒文化创意区,元/m²/月,http://gz.diandianzu.com/listing/detail-i2029.html
3000,起,德事商务中心,元/月,http://gz.diandianzu.com/listing/detail-i1983.html
104,起,增园别墅,元/m²/月,http://gz.diandianzu.com/listing/detail-i1991.html
5089,起,极地国际创新中心,元/月,http://gz.diandianzu.com/listing/detail-i2017.html
98,起,金中环大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1747.html
70,起,嘉业大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i785.html
55,起,合润广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1960.html
65,,原创元素创业园,元/m²/月,http://gz.diandianzu.com/listing/detail-i1732.html
86,起,和平商务中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i919.html
2800,起,创富港,元/月,http://gz.diandianzu.com/listing/detail-i2175.html
750,起,第四象限孵化器,元/月,http://gz.diandianzu.com/listing/detail-i2137.html
70,起,金汇大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i764.html
80,,裕晖创意产业园,元/m²/月,http://gz.diandianzu.com/listing/detail-i2171.html
156,,方圆E时光,元/m²/月,http://gz.diandianzu.com/listing/detail-i1686.html
70,起,金科大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i905.html
101,起,浩蕴商务大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i918.html
100,起,龙腾十八电子产业园,元/m²/月,http://gz.diandianzu.com/listing/detail-i1945.html
73,,加悦大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1920.html
888,起,盛门创客空间,元/月,http://gz.diandianzu.com/listing/detail-i2118.html
43,,天秀大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i593.html
70,起,高迅大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i894.html
93,起,港艺商务大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i942.html
120,起,广州克莱顿酒店,元/m²/月,http://gz.diandianzu.com/listing/detail-i1632.html
83,起,广州信息港,元/m²/月,http://gz.diandianzu.com/listing/detail-i1883.html
66,,中铁盛德,元/m²/月,http://gz.diandianzu.com/listing/detail-i1988.html
97,起,穗丰大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1695.html
75,起,新达城广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i1008.html
130,起,壬丰商务大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1697.html
120,起,广州华厦大酒店,元/m²/月,http://gz.diandianzu.com/listing/detail-i1714.html
500,起,彩蝶会创客公社,元/月,http://gz.diandianzu.com/listing/detail-i2221.html
220,起,富力中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i715.html
85,起,大荣酒店,元/m²/月,http://gz.diandianzu.com/listing/detail-i1901.html
90,,车天车地,元/m²/月,http://gz.diandianzu.com/listing/detail-i1680.html
210,起,合景国际金融广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i751.html
3200,起,中盈国际商务港,元/月,http://gz.diandianzu.com/listing/detail-i1800.html
90,起,康富来国际补品中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i2031.html
103,起,华信大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1292.html
110,起,千树盘福大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i850.html
115,起,东田大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i958.html
2000,起,众铭商务中心,元/月,http://gz.diandianzu.com/listing/detail-i1872.html
10800,起,雷格斯商务中心,元/月,http://gz.diandianzu.com/listing/detail-i1653.html
1790,,创富港,元/月,http://gz.diandianzu.com/listing/detail-i1616.html
100,起,海印中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i1807.html
90,起,达宝广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i515.html
110,起,时代国际大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i650.html
75,,海洋地质大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1020.html
65,起,广州西郊商贸中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i2172.html
110,,数码港大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1685.html
90,起,瑞安广州中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i2165.html
71,起,珠鹰大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1728.html
220,起,发展中心大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i2084.html
75,起,泰兴商业大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i2120.html
163,,君汇·东山墅,元/m²/月,http://gz.diandianzu.com/listing/detail-i2126.html
1580,起,广州市企创商务服务有限公司,元/月,http://gz.diandianzu.com/listing/detail-i2020.html
1000,起,V8商务中心,元/月,http://gz.diandianzu.com/listing/detail-i1619.html
115,起,石牌创意产业空间,元/m²/月,http://gz.diandianzu.com/listing/detail-i2098.html
53,,富丽家园百佳楼,元/m²/月,http://gz.diandianzu.com/listing/detail-i2131.html
70,,华乐大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1291.html
80,起,广建大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i926.html
120,起,国防大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1725.html
85,,燕都商务大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1019.html
80,,金祥大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i518.html
86,,创举商务大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i907.html
75,起,顺盛大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1031.html
80,,艺苑大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1122.html
75,起,颐和大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1954.html
69,起,广仁大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1968.html
68,,富华商贸大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1977.html
2540,起,创富港---南方证券大厦中心,元/月,http://gz.diandianzu.com/listing/detail-i1830.html
3080,起,广州市企创商务服务有限公司,元/月,http://gz.diandianzu.com/listing/detail-i1708.html
2600,起,创富港,元/月,http://gz.diandianzu.com/listing/detail-i2185.html
140,起,奥园大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i757.html
2980,起,广州市企创商务服务有限公司,元/月,http://gz.diandianzu.com/listing/detail-i2016.html
4210,起,创富港,元/月,http://gz.diandianzu.com/listing/detail-i1634.html
8800,起,盈库莱德商务中心,元/月,http://gz.diandianzu.com/listing/detail-i2135.html
135,起,金利来数码网络大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i754.html
5016,起,雷格斯商务中心,元/月,http://gz.diandianzu.com/listing/detail-i1915.html
2500,起,怡都商务中心,元/月,http://gz.diandianzu.com/listing/detail-i1722.html
2470,,创富港,元/月,http://gz.diandianzu.com/listing/detail-i1635.html
120,起,盛雅商务中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i1137.html
150,,善品中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i2166.html
113,起,保利中宇广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i2046.html
100,起,卓群商业大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i2193.html
1800,起,广州格蕾斯商务有限公司,元/月,http://gz.diandianzu.com/listing/detail-i1602.html
1360,起,创富港---国际银行中心,元/月,http://gz.diandianzu.com/listing/detail-i1606.html
1380,起,创富港,元/月,http://gz.diandianzu.com/listing/detail-i1637.html
120,,骏源大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i932.html
100,,威力达大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1017.html
1580,起,创富港,元/月,http://gz.diandianzu.com/listing/detail-i1709.html
1500,起,创富港,元/月,http://gz.diandianzu.com/listing/detail-i1611.html
70,起,金鹰酒店,元/m²/月,http://gz.diandianzu.com/listing/detail-i1595.html
1200,起,创富港,元/月,http://gz.diandianzu.com/listing/detail-i1607.html
1888,起,V酒店式商务中心,元/月,http://gz.diandianzu.com/listing/detail-i1679.html
150,,广州民间金融大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i851.html
80,,北京大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1762.html
4030,起,创富港,元/月,http://gz.diandianzu.com/listing/detail-i1603.html
98,起,通宝大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i831.html
115,,粤电广场,元/m²/月,http://gz.diandianzu.com/listing/detail-i903.html
82,,广东港澳中心,元/m²/月,http://gz.diandianzu.com/listing/detail-i904.html
125,,东都大世界,元/m²/月,http://gz.diandianzu.com/listing/detail-i921.html
75,,广粮大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i987.html
82,起,人防大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1211.html
130,起,广州一建大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1260.html
130,,天河大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1676.html
120,起,新光明28,元/m²/月,http://gz.diandianzu.com/listing/detail-i1715.html
60,,南方永福国际大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i1836.html
2680,起,广州市企创商务服务有限公司,元/月,http://gz.diandianzu.com/listing/detail-i2019.html
79,起,时代·远景大韩城,元/m²/月,http://gz.diandianzu.com/listing/detail-i2222.html
7725,起,雷格斯,元/月,http://gz.diandianzu.com/listing/detail-i1662.html
2670,起,创富港,元/月,http://gz.diandianzu.com/listing/detail-i1608.html
3250,起,创富港,元/月,http://gz.diandianzu.com/listing/detail-i1612.html
1800,起,创富港,元/月,http://gz.diandianzu.com/listing/detail-i1636.html
1280,起,创富港,元/月,http://gz.diandianzu.com/listing/detail-i1638.html
2520,起,创富港,元/月,http://gz.diandianzu.com/listing/detail-i1610.html
1580,起,常磐众创空间+孵化器,元/月,http://gz.diandianzu.com/listing/detail-i2224.html
68,起,蓝宝石大厦,元/m²/月,http://gz.diandianzu.com/listing/detail-i696.html
165,,积优 · 凤凰仓,元/m²/月,http://gz.diandianzu.com/listing/detail-i2218.html
